Rb;Istraživači;Predmet;NPP;Razred;Udžbenik;Lekcija;Negativni oblici ponašanja;Navedite šta;Univerzalne vrijednosti;Navedite šta;Partikularizacija vrijednosti;Sadržaji;Načini;Indikator 1;Aktivno učenje;Ne nudi se mogućnost diskusije;Indikator 2 ;Rješavanje problema;Puko pamćenje činjenica ;Indikator 3;Multiperspektivni pristup;Pristup samo jedne perspektive;Indikator 4;Diferencirani prikazi;Stereotipni prikazi;Napomena/komentar na lekciju
18;AS/NV;Jezik i književnost;B;7;JIK4;Vjenceslav Novak, Iz velegradskog podzemlja;Da;nasilje;Da;život, odgovornost, ljubav, razumijevanje, tolerancija;Da;tradicija, patrijarhat, pobožnost AS-63;ignorancija AS-63-1;2;AS-63-3;AS-63-1, AS-63-2, NV-63;2;AS-63-3;NV-63-a;0;;;0;;;"(AS) Nefunkcionalan zadatak. Primjer 4

(NV) Može li materijalna bijeda opravdati Mikino neljudsko ponašanje? Optužuješ li ili žališ Miku? Imaš li neke slične primjere u svom okruženju. Zauzmi svoj stav pa ga obrazloži.(63a) Nedovoljno artikulisan problem, nasilje i alkoholizam.;  Kraj priče je uokviren teškim emocionalnim nabojem. (63) Pažnja usmjerena na emotivni umjesto na socijalni aspekt priče."
19;AS/NV;Jezik i književnost;B;7;JIK4;Zija Dizdarević, Naza vezilja;Ne;;Da;život, odgovornost, ljubav, sloboda;Da;jezik NV-69;mistifikacija;2;AS-69-3;NV-69-a;2;AS-69-2, AS-69-3;NV-69-a ;2;;NV-69 ;2;;Isto.;"(AS) Dosta dobro obrađena lekacija.
(NV) Neka posebna tajanstvena ljepota stopljena sa zavičajnim riječima posebna je osobenost njegovog književnog stvaranja. (69) Posebna ljepota je posebna osobenost? Stil loš, nejasan, jer se želi djecu uvjeriti u nešto netačno: da su zavičajne riječi lijepe same po sebi, i da je tekst ispunjen njima zbog toga dobar tekst.; Pisac ocjenjuje postupke svojih junaka, čima iznosi i njihovu etičku vrijednost. Izdvoji Nazine vrijednosti. Nazir je sebičan, navedi i ostale njegove osobine. (69a) Ispade da likovi imaju svoju etičku vrijednost, a ne osobine. Zbrkan koncept etike. Na koji način pisac otkriva Nazinu posebnu osjećajnost, smirenost, mehkoću srca i toplinu duše? (69) Izostala feministička perspektiva. "
20;AS/NV;Jezik i književnost;B;7;JIK4;Nafija Sarajlić, Šumareva Zorka;Ne;;Ne;;Ne;;;2;;AS-72-1;2;;;2;;;2;;;(NV) I zorka i Naza vezilja pete zbog neostvarene ljubavi. Njihovi izabranici nisu razumjeli njihove želje. Kako Naza prihvata odbijanje, a kako Zorka? U čemu se ova dva lika razlikuju? I Zija Dizdarević i Nafija Sarajlić su slikari su neupadljivih, ali neobičnih stanja i zbivanja koja ne mogu ostati skrivena i odvojena od prirode. (72) Konstatacija koja nije dokazana,, nema veze sa izabranim tekstovima. Feministička perspektiva nedostaje. Stereotipni prikaz - Pjesma Zaljubljene djevojke.
21;AS/NV;Jezik i književnost;B;7;JIK4;Ćamil  Sijarić, Hrt;Da;neravnopravnost;Da;život, odgovornost, solidarnost, jednakost;Ne;;;2;;NV-77;2;;;0;;;0;;;(NV) poveži neke dominantne pojedinosti iz pripovijetke sa zbivanjima u stvarnom životu. Zauzmi i svoj stav o rješavanju životnih nedaća. Organiziraj debatu. (77) Učenik ne može organizirati debatu. Prevaljuje se na njega posao nastavnika, u koji se autorica udžbenika bespotrebno petlja. Nije rečeno o kakvim se nedaćama radi, jer priča nije tačno interpretirana.
22;AS/NV;Jezik i književnost;B;7;JIK4;Svetozar Ćorović, Ibrahim-begov ćošak;Da;neravnopravnost, feudalni sistem;Da;jednakost ;Da;prošlost;insinuacija, redukcija, indukcija;1;AS-80-3 ;;2;AS-80-4;;2;;NV-79, NV-80;2;;NV-81;"(AS) Analiza uz priču u skladu sa onim što se naslućuje da je stvarna tema: Opisi. No sadržaja se uopće ne dotiče, a time ni univerzalnih vrijednosti.
(NV) Odlomak: Svaki je htio da se dosjeti čemu, da ispriča još štogod iz onog doba, iz svog zlatnog doba, što je kao u snu minulo... (79) Koja se poruka kriije u posljednjim rečenicama ovog odlomka. Pročitaj je pa svojim riječima iskaži poentu. (80a) Đaci se navode da o feudalnoj prošlosti misle kao o zlatnom dobu.; Svetozar Ćorović je nekom čudotvornom ljepotom birao riječi kojima će se oslikati jedno vrijeme i ljude, i tako ih oteti od zaborava. (81) Nametanje ukusa, loš stil. Insinuacija (da je feudalno doba bilo zlatno doba); Redukcija (priče na poželjan odlomak); Indukcija (tema begovat)."
23;AS/NV;Jezik i književnost;B;7;JIK4;Antun Pavlovič Čehov;Da;zlostavljanje djece;Da;život, jednakost, odgovornost, sloboda ;Ne;;;1;;AS-85-1;2;AS-85-1, AS-85-2;NV-85 ;0;AS-85-2;;0;;;"(AS) Zadatak dobar, ali neprecizan. Str. 86 (primjer 4)
(NV) Ne problematizuje se eksploatacija djece, dječiji rad. (85) Odlomak: Je li Vanjka svoje probleme riješio ili nije? (85) Analizom se ne dovede đake do prepoznavanja i imenovanja problema - zlostavljanja siromašne djece u prinudnom radu."
24;AS/NV;Jezik i književnost;B;7;JIK4;Ranko Pavlović: Čiestać obuće;Ne;;Da;život, odgovornost, altruizam;Ne;;;1;AS-90-4;;0;AS-91-5, AS-91-6, AS-91-7;;0;;;0;;;"(AS) Metodički dosta dobro i interesantno obrađena lekcija - tekst isprekidan pitanjima tako da se pažnja učenika zasigurno bolje održava. 
"
25;AS/NV;Jezik i književnost;B;7;JIK4;Karl Bruckner, Sadako hoće živjeti;Da;rat;Da;mir, život, odgovornost ;Ne;;;1;AS-96-1, AS-96-2, AS-96-3, AS-96-4, AS-97-5;;2;AS-96-4;NV-98-a;0;AS-97-6;;2;;;"(AS) U lekciji dat interesantan zadatak koji je istraživačkog karaktera i potiče na kreativnost.
(NV) Njeni stanovnici, obični mali ljudi, trpjeli su glad, neizvjesnost i strah, baš kao i svi ljudi u čije se živote umiješa rat. (93) Ne trpe svi ljudi. Neki zarađuju na ratu. Neka djeca cijelog svijeta gledaju u unebo u svom njegovom sjaju kojim uvijek blista. (98) Nego ne bliesta uvijek, negdje je zagađeno, negdje oblačno. Patetična poruka, neiskrena, lažna. Potraži i podatke o upotrebi atomskog oružja i o nuklearnim katastrofama koje su ugrozile čovječanstvo. Nađi izvještaje o nuklearnoj katastrofi u Černobilu. Napiši sastav Sadako još živi i opominje. (98a) Insinuira se da je nuklearna energija problem, a ne nuklearna bomba, i rat."
26;AS/NV;Jezik i književnost;B;7;JIK4;Zane Grey, Komanči;Da;nasilje;Ne;;Ne;;;2;;AS-101-1, A-102;2;;A-101, A-102 ;0;;;0;;;"(AS) Veoma loš zadatak u lekciji - prezahtjevan, u rangu tema za maturski rad. 
(NV) Odlomak: razlog sukoba lovaca i Komanča je povreda indijanskog teritorija, ali nije jasno iz odlomka zašto lovci traže indijance. Ne zna se na koji spas logora  se misli. Ne problematizuje se nasilje. (102) Obraća se pažnaj na avanturistički žanr, ali ne i na etičnost zapleta. Nerealan zadatak da đaci pročitaju više djela istog žanra i uporede. "
27;AS/NV;Jezik i književnost;B;7;JIK4;Antoine de Saint-Exipery, Mali princ;Ne;;Da;sloboda, kreativnost, odgovornost, jednakost AS-106-1, ljubav, saradnja;Ne;;;1;AS-106-2, AS-106-3, AS-106-4, AS-107-5, AS-107-6, NV-106;;1;AS-106-2, AS-106-3, AS-106-4, AS-107-5, AS-107-6, NV-106;;0;;;2;;NV-106;(NV) Odlomak: Treba gledati srcem, srce bolje vidi - to znači: ljude i stvari treba osjećati. (106) Stereotip, nenaučna i neracionalna tvrdnja, metaforičan govor koji nije objašnjen.
28;AS/NV;Jezik i književnost;B;7;JIK4;Mula Mustafa Ševki Bašeskija, Sarajevski ljetopis;Da;rat, mobilizacija, sujevjerje;Da;odgovornost AS-112-2, istina;Da;prošlost, kultura, tradicija;redukcija NV-112;2;;AS-113, AS-114;2;AS-112-4;;0;;;2;;;"(AS) Ne pojašnjava nepoznate riječi. (primjer 3, 5); Neadekvatan odabir pričae za primjer o iskrenom prijateljstvu. (primjer 6)
(NV) Ove bilješke pouzdane su i objektivne i predstavljaju dragocjenost naše historijske i kulturne baštine. (111) Generalni stav, koji se ne može odnositi na sve bilješke. Dva navedena primjera pokazuju subjektivnost i praznovjerje, što se ne problematizira: Dvadeset dana prije spomenute poplave pocrvenjelo je nebo, što opet predskazuje žestoku zimu... (109) U toku borbe sa austrijom jedna je osoba usnula san koji se obistinio. U snu je vidjela tri sunca, od kojih srednje sunce spušta svoje zrake na austrijske zemlje, što znači da će Austrija pobijediti, a to se i dogodilo. (110); Ljetopis Mula Mustafe Bašeskije djelo je koje predstavlja posebnost u bosanskohercegovačkom književnom nasljeđu. (112). Veliki broj nepoznatih pojmova i riječi nije objašnjen, nemoguće je aktivno učestvovati. (Sanjaš li ti? Pratiš li svoje snove i njohova predskazanja? Ne dovodi  se u pitanje sujevjerje!!!) Ženski jezik je cijela hićaja stereotipa koji se ne osporava. "
29;AS/NV;Jezik i književnost;B;7;JIK4;Isidora Sekulić, Oslo pod snijegom;Ne;;Da;život, sloboda, kreativnost AS-117, solidarnost AS-119 ;Ne;;;1;AS-117-1, AS-117-2, AS-117-3, AS-121-1, AS-121-2 ;NV-117-a;2;AS-117-3;NV-118, NV-117-3 ;2;AS-119;NV-117;2;AS-119-1;;"(AS) Zadatak njeguje repetitivno znanje. Str. 118; Zadatak 2. str. 121 je veoma kvalitetan ali nedorečen - učenicima se ne daje detaljnije uputstvo kako da urade zadatak, na koji način da primijene usvojeno znanje i uobliče u nešto novo. Diferencirani prikazi: str. 119 Dat je još jedan odlomak iz putopisa Z. Džumhura koji je kvalitetno obrađen (primjer 1). (NV) Pitaćeš me: da li mi je teško u zemlji kamenja, leda i siromašnih ljudi. (116) Stereotip o Norveškoj. Ne dovodi se u pitanje. Putopis je granična književna vrsta u kojoj pisac saopćava ono što je vidio prilikom svojih putovanja po nepoznatim ili malo poznatim zemljama i krajevima. (117) Muški rod? Ne samo što je vidio, nego i oktkrio, o čemu je razmišljao, često i svoj zemlji, odakle je došao.; ovaj putposi sadrži sve: prirodu i njene ljepote, historiju, mitologiju, kulturu, umjetnost, geografiju. On je spoj svih tih elemenata i čarobnih treptaja i osjećanja. (117a) Mistificiranje kjniževnog postupka, bez objašnjenja.; Izdvoji dijelove teksta koji su na tebe ostavili snažan dojam i nauči ih napamet. (118); Više detalja u biografiji zuke Džumhura nego Isidore Sekulić. Za nju se ne kaže da je bila članica akademija nauka, a za njega se zna koliko je scenografije uradio... :-( ...(118) Pisac je (…) vodeći nas cvjetnom stazom, stvarao u nama vizalne slike kojesu nas plijenile i u nama izazivale posebna osjećanja. (121) Nametanje stavova i vrijednosti. "
30;AS/NV;Jezik i književnost;B;7;JIK4;Dnevnik Ane Frank;Da;rat;Da;sloboda AS-125-1, kreativnost AS-125-3, život;Ne;;;2;AS-125-2, AS-125-3;NV-125;2;AS-125-5;NV-125;0;AS-126-6;;2;AS-126;NV-125;"(AS) Iako dobra poruka (primjer 4.) nije iskorištena prilika da se fašizam, rat i stradanje jasno osudi. Multiperspektivni pristup - str. 126 (primjer 6) Daje se odlomak iz dnevnika K. Kolumba, ali se uopće ne potiče analiza.
(NV) odlomak ???
To je jedina Anina želja koja se i ostvarila. Postala jed obar pisac. I ne samo to. Ana živi, živi, svih ovih godina. Živi u nama. I uči nas kako da volimo život, da istrajemo i uspijemo. (...) Napiši i ti nekoliko rečenica o ovoj hrabroj i neobičnoj djevojčici. Dokaži da je postala dobar, cijenjen i omiljen pisac širom svijeta. (125) Ignoriše se kontekst, fašizam i logori ostaju u drugom planu. Ana nije postala pisac, nego je njena knjiga upravo zbog konteksta dobila svjetsku pažnju. Mistifikacija književnosti.
"
31;AS/NV;Jezik i književnost;B;7;JIK4;Nikolaj Čukovski, Kapetan Džejms Kuk;Ne ;;Ne;;Ne;;;2;;AS-132-2;2;;AS-132-2;0;;;0;;;(AS) Veoma loše obrađena lekcija! Str. 132 (primjer 2) Prepričavanje sadržaja odlomka - zadatak je djelimično dobar, ali kao i većina ostalih zadataka u čitanci polovičan, bez preciznih i detaljnih instrukcija šta se od učenika očekuje. (NV) Potpuno neosmišljena obrada teksta, ne zna se zašto je u čitanci.
32;AS/NV;Jezik i književnost;B;7;JIK4;Fehim Feđa Šehović, Putovanje kapetana Porperelosa;Ne;;Ne;;Ne;;;2;AS-138-2, AS-138-3;AS-138-1;0;;;0;;AS-138;0;;;(AS) Loša fotografija uz lekciju (str. 134). Sloboda, jednakost, život (Napomena: Vrijednosti su više u samom tekstu, a manje se aktualiziraju pitanjima utorice udžbenika!!! Str. 136, 137). Aktivno učenje - str. 138 (primjeri 2, 3) Općenito se više njeguje prepoznavanje i uočavanje, bez ozbiljnije analize i sinteze.
33;AS/NV;Jezik i književnost;B;7;JIK4;Petar Kočić, Jazavac pred sudom;Ne;;Da;sloboda, kreativnost, odgovornost, jednakost AS-143-2;Ne;;;1;AS-143-1, AS-143-2;NV-143-a, NV-143;2;AS-143-1, AS-143-2;;0;;AS-143-4;0;;;"(AS) Primjer 3. Pokušaj kreiranja interdisciplinarnog pristupa, ali slab pokušaj. Zadacima ovog tipa trbaja posvetiti više pažnje i prostora u nastavi a ne samo uputiti. Multiperspektivni pristup - str. 143 (primjer 4) Postoji neki citat ali se ne navodi izvor. 
(NV) Vrijeme radnje nije naglašeno, (...)  ali se da prepozn Pokušaj na časovima historije... (143) Prebacuje se teret na đake. Metodički loše. 
ati... (143a) Kako? ...Ne postavlja se pitanje o nepravdi. "
34;AS/NV;Jezik i književnost;B;7;JIK4;Kadar;Ne;;Ne;;Ne;;;2;;NV-146;0;;;0;;;0;;;"(AS) U kompletnom poglavlju nema nikakve kvalitete učenja, samo puko usvajanje činjenica.
Slike su jako loše, ili loše – male, nezanimljive, često slabe rezolucije
Uopće nema ništa o BH kinematografiji
Nikakve zanimljivosti nisu date, dodatne informacije, zadaci i sl.

(NV) Današnji savremeni filmovi imaju od 600 do 800 kadrova. Treba napomenuti da kacijski filmovi čije su radnje dinamične mogu imati i do 2500 kadrova, pa čak i više od ovog broja kadrova. (146) Stil????
"
35;AS/NV;Jezik i književnost;B;7;JIK4;Filmski plan;Ne;;Ne;;Ne;;;2;;NV-148;0;;;0;;;0;;;"(AS) U kompletnom poglavlju nema nikakve kvalitete učenja, samo puko usvajanje činjenica.
Slike su jako loše, ili loše – male, nezanimljive, često slabe rezolucije
Uopće nema ništa o BH kinematografiji
Nikakve zanimljivosti nisu date, dodatne informacije, zadaci i sl.
"
36;AS/NV;Jezik i književnost;B;7;JIK4;Ugao snimanja;Ne;;Ne;;Ne;;;2;;NV-150;0;;;0;;;0;;;"(AS) U kompletnom poglavlju nema nikakve kvalitete učenja, samo puko usvajanje činjenica.
Slike su jako loše, ili loše – male, nezanimljive, često slabe rezolucije
Uopće nema ništa o BH kinematografiji
Nikakve zanimljivosti nisu date, dodatne informacije, zadaci i sl.
"
37;AS/NV;Jezik i književnost;B;7;JIK4;Pokret kamere;Ne;;Ne;;Ne;;;2;;NV-151;0;;;0;;;0;;;"(AS) U kompletnom poglavlju nema nikakve kvalitete učenja, samo puko usvajanje činjenica.
Slike su jako loše, ili loše – male, nezanimljive, često slabe rezolucije
Uopće nema ništa o BH kinematografiji
Nikakve zanimljivosti nisu date, dodatne informacije, zadaci i sl.
"
38;AS/NV;Jezik i književnost;B;7;JIK4;Vožnja kamerom;Ne;;Ne;;Ne;;;2;;NV-152;0;;;0;;;0;;;"(AS) U kompletnom poglavlju nema nikakve kvalitete učenja, samo puko usvajanje činjenica.
Slike su jako loše, ili loše – male, nezanimljive, često slabe rezolucije
Uopće nema ništa o BH kinematografiji
Nikakve zanimljivosti nisu date, dodatne informacije, zadaci i sl.

(NV) Uređaj steadicam... (152) Potpuno suvišna informacija. 
"
39;AS/NV;Jezik i književnost;B;7;JIK4;Knjiga - film;Ne;;Ne;;Ne;;;2;AS-154-1;;0;;;0;;;0;;;"(AS) U kompletnom poglavlju nema nikakve kvalitete učenja, samo puko usvajanje činjenica.
Slike su jako loše, ili loše – male, nezanimljive, često slabe rezolucije
Uopće nema ništa o BH kinematografiji
Nikakve zanimljivosti nisu date, dodatne informacije, zadaci i sl.; U lekciji se porede čak TRI filma i književna djela od kojih djeca, najvjerovatnije, nikad ništa nisu ni pogledala ni pročitala, a nisu ni obavezna literatura! Aktivno učenje-  str. 154 (primjer 1) Potiče se na usporedbu filma i knjige, ali niti jedno niti drugo nije u NPPu!!!
"
40;AS/NV;Jezik i književnost;B;7;JIK4;Filmska maska, scenografija, kostimografija;Ne;;Ne;;Ne;;;2;;;0;;;0;;;0;;;"(AS) Zadaci dati u lekciji (str.158) su nesvrsishodni s obzirom da se u prvom zadatku daje djeci da osmisle kostime za film koji nisu gledali u nastavi.
Drugi zadatak je nešto kvalitetniji jer potiče na krativnost, iako se iz čitanke ne može zaključiti da li su djeca ikada imala priliku pročitati navedeni roman"
41;AS/NV;Jezik i književnost;B;7;JIK4;Pozorišna izražajna sredstva;Ne;;Ne;;Ne;;;2;;;0;;;0;;;0;;;
42;AS/NV;Jezik i književnost;B;7;JIK4;Izražajna sredstva stripa;Ne;;Ne;;Ne;;;2;;NV-163;0;;;0;;;0;;;(NV) 163 - cijelo objašnjenje stripa je loše, nerazumljivi i proizvoljno.
43;AS/NV;Jezik i književnost;B;7;JIK4;Desanka Maksimović, Strepnja;Ne;;Da;život AS-165-2, AS-165-3, ljubav;Ne;;;2;AS-165-3;NV-165-a;1;AS-165-1, 166-5, NV-166;;0;AS-166;;0;;;"(AS) Dosta dobra analiza pjesme, za razliku od popratne – M. Ćazim Ćatić koja je znatno slabija zbog njegovanja uočavanja / prepoznavanja, ne i ozbiljnije analize pjesme.

(NV) Književno djelo je pročitano tek onda kad o njemu razgovaramo. (164)
Lirsko ""ja"" je prisutno. Potkrijepi ga primjerima. (165) Nejasno: kako se lirsko ja može potkrijepiti pitanjima?
Odredi temu i ideju pjesme. (165) Kako, bez pomoćnih pitanja, interpretacije, potrebnih informacija. Najvažnija zadaća čitanke, pomoć u razumijevanju teksta, ovdje se ne ispunjava. (165a)"
44;AS/NV;Jezik i književnost;B;7;JIK4;Dragutin Tadijanović, Ledeni kurjak;Ne;;Ne;;Ne;;;1;AS-168-3;NV-168;1;AS-168-3, NV-168, NV-169;;2;AS-168-2;NV-170;0;;;"(AS) Druga pjesma istoimenog pjesnika (str. 169) znatno slabije obrađena – nema građenja kritičke svijesti; uopće se ne potiče na razgovor o tome kako stilski postupci pisca uobličavaju značenja (primjer 1,2, 3)

(NV) Razmisli o ritmu pjesme. (168) I šta onda? Ne postavljaju se konketna pitanja, koja bi mogla dovesti šake do razumijevanja željene materije.
Tadijanović je čovjek koji zna da vjeruje u život i uživa u radostima koje on pruža. To se nazire i u ovoj pjesmi. (170) Kako se nazire?
"
45;AS/NV;Jezik i književnost;B;7;JIK4;Stevan Raičković, Torzo II;Ne;;Da;život, sloboda;Ne;;;0;AS-170-1, AS-171-2, AS-171-4, AS-171-5;;1;AS-170-1, AS-171-4, AS-171-5;;0;;;0;;;(NV) (Zbog čega se u životu nikad ne zaustavljamo u traženju novih želja i snova? 171) Neospretno formulisano, umjesto snovi  – bolji život.
46;AS/NV;Jezik i književnost;B;7;JIK4;Isak Samokovlija, Rafina Avlija;Ne;;Da;život, solidarnost AS-172-1, čovjekoljublje NV-172;Ne;;;1;AS-172;;1;AS-172-6, NV-172-b;;0;;;0;;;"(AS) Aktivno učenje - str. 172 Iako se naizgled nudi mogućnost diskusije, pitanja su tako postavljena da će većina djece imati isti ili sličan odgovor. Primjerom br. 7 se ne otvara mogućnost diskusije - pitanjem se imputira odgovor. (NV) Ima li danas ljudi koji teško žive? Navedi neki primjer iz svog okruženja. (172) 
Krije li se poruka u piščevoj želji da među ljudima zavlada ljubav, čovjekoljublje, solidranost i razumijevanje koje je neophodno svima nama? (172a)
Rafina avlija je svevreman priča, pokušaj ovu tvrdnju obrazložiti. (172b)"
47;AS/NV;Jezik i književnost;B;7;JIK4;Oscar Wilde, Srećni princ i druge bajke;Ne;;Ne;;Ne;;;1;AS-173-1, AS-173-2;;2;AS-173-1, AS-173-2;;0;;;0;;;(NV) Propušteno da se naglasi altruizam. 
48;AS/NV;Jezik i književnost;B;7;JIK4;Skender Kulenović, Med i koprive;Ne;;Da;odgovornost;Ne;;;1;;NV-177;0;AS-177-2, AS-177-3;;0;;;0;NV-177;;
49;AS/NV;Jezik i književnost;B;7;JIK4;Šukrija Pandžo, Ruka na kosi;Ne;;Da;odgovornost, život AS-181-1, altruizam;Ne;;;0;AS-181-3;AS-181-1;0;;AS-181;0;;;0;;;
50;AS/NV;Jezik i književnost;B;7;JIK4;Pojmovnik;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;
51;AS/NV;Jezik i književnost;B;7;JIK4;Pojmovnik filmske umjetnosti;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;
1;NV/AS;Jezik i književnost;S;9;JIK42;Pesma u pesmi (5) optimizam;Ne;;Da;optimizam;Ne;;;2;;;2;;;2;;;2;;;(AS) navedena je samo pjesma bez ikakve analize, pitanja, biografije pisca... nejasna uloga pjesme (NV) cijela pjesma je stereotip o mogućnosti poezije
2;NV/AS;Jezik i književnost;S;9;JIK42;Otadžbina (8) rodoljublje;Da;nasilje, rat;Da;sloboda;Da;teritorija AS-9-4;mistifikacija  NV-9-1;2;;NV-10, AS-8, AS-9-3, AS-9-4, AS-9-5;2;;;2;;NV-9;2;;;(NV) (jakšić) “bazira najsnažnije i najupečatljivije epitete...” (10). ne dovodi se u pitanje rodoljublje. (AS) (jakšić) “bazira najsnažnije i najupečatljivije epitete...”str. 8, primjer 1 “Svu svoju ljubav pjesnik je posvetio otadžbini” - netačna informacija. Partikularizacija -  teritorija str. 9, primjer 4: “Pjesnikov patriotizam dobija na intenzitetu...” a odnosi se na dio u pjesmi koji se odnosi na podnošenje žrtve / davanja života za domovinu. Str. 8, 9 (primjeri 3, 4, 5) nema građenja kritičke svijesti, niti se propituju ideje date u pjesmi. Nasilnom sadržaju nije mjesto u čitankama, pogotovo ukoliko se ne propituje / osuđuje... primjer 3, 4. “obrati pažnju na originalnost i neposrednost poređenje...” (9) autori sugerišu procjenu
3;NV/AS;Jezik i književnost;S;9;JIK42;Na Liparu (11) razočaranje u ljude;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(AS) nema nikakve analize pjesme
4;NV/AS;Jezik i književnost;S;9;JIK42;Svetli grobovi (12) patriotizam, kulturni i nacionalni napredak, idealizam;Ne;;Da;napredak, saradnja, sloboda;Da;patrijarhat;redukcija;2;;;1;NV-14;AS-14-1, AS-14-2, AS-14-3;2;;;0;;;(NV) “ded unuku, otac sinu, borac borcu, dovikivo...” zadatak - “navedi ključne tematske... (15)” dobar, pozitivan primjer / (AS) str. 15 primjer 4: zadatak: “Navedi ključne tematske...” dobar, pozitivan primjer. nema analize / nema građenja kritičke svijesti, niti se propituju ideje date u pjesmi. iznose se stavovi, čitanje, razumijevanje autora
5;NV/AS;Jezik i književnost;S;9;JIK42;Pisma iz Italije (16) patriotizam;Da;rat;Da;sloboda, ljubav;Da;teritorija;mistifikacija;2;;;2;;;2;;NV-19-1;2;;NV-19-2;(NV) “ljubav prema svojoj zemlji i svome narodu u srcu je svakog patriote” (19) “iz putopisasaznajemo (…) o svetinjama srpskog naroda...” (19a). “Objasnite sljedeće slikovite izraze:”Pa vi otud, ja odovud pa da se na Kosovu sastanemo” (19b). str. 19 i 20  ne problematizuje se neobjektivnost naratora, prihvata se romantičarska perspektiva . Imputira ju se odgovori
6;NV/AS;Jezik i književnost;S;9;JIK42;Dolina plodnog polumjeseca (23) opis mjesta;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(AS) štura biografija pisca, umjesto fotografije stavljena karikatura. str. 25 i 26 štura i površna analiza. Nema zadataka za učenike
7;NV/AS;Jezik i književnost;S;9;JIK42;Gorski vijenac (27) sloboda;Da;rat, ropstvo;Da;sloboda;Da;porijeklo, nacija AS-29-1;redukcija, mistifikacija AS-29-2;2;;AS-30;2;;;2;;NV-30;0;;;(NV) “dva su svijeta pred nama, oprečna i nepomirljiva – svijet sile i nadmenosti i svijet hrabrosti i pameti.” (29). pitanja koja se tiču analize teksta su takva da se daje odgovor na njih – učenici nemaju prostora da samostalno razumiju pjesmu / 
8;NV/AS;Jezik i književnost;S;9;JIK42;Jama (32) zločin i osveta;Da;zločin, masovna ubistva, osveta;Da;život, sloboda;Da;jezik;ignorancija;2;AS-36-3, AS-36-3a ;;2;;;2;;;0;;;(NV) primjer metodičkog pristupa u kome se nastavniku ostavlja da dovrši lekciju, dajući neohodna objašnjenja, bez postavljenih okvira i standarda / (AS) str. 37 štura biografija, nema fotografije pisca. str. 35, primjer 2 iako se postavljaju pitanja, bez konteksta na njih nije moguće odgovoriti. Također samo nameću odgovore. ne problematizira se osveta, ne daje se kontekst 
9;NV/AS;Jezik i književnost;S;9;JIK42;Himna slobodi (38) sloboda, saradnja, sloga;Ne;;Da;sloboda;Ne;;;2;;;2;;NV-39-1;0;;;2;;NV-38;(AS) str. 38 primjer 2 isključuje se mogućnost ateizma. Str. 39 štura biografija, nema fotografije pisca. izostala je intrpretacija, ne potencira se ideja – saradnja (skladni glasi...) / str. 38 slaba analiza. ignoriše se naglasiti važnost saradnje, umjesto toga se mistificira sloboda. Zna se, slobodu je lakše izvojevati nego je sačuvati (39) / str.38 i 39 propušta se naglasiti važnost saradnje
10;NV/AS;Jezik i književnost;S;9;JIK42;Pilipenda (40) otpor jednog seljaka politici unijaćenja u Austrougarskoj;Da;nasilje;Da;život, sloboda, jednakost;Da;tlo, porijeklo, prošlost, simboli, pobožnost NV-45;redukcija, mistifikacija;1;NV-45;;2;;AS-45;2;;“... dva morala, moralnu Pilipendinu čvrstinu i Kljakinu pervrtljivost” (45) isključeni su opravdani Kljakini motivi;0;;;(AS) autori čitanke tekstove dobro povezuju sa sadžajem knjige gramatike na način da kod učenika koriste stečeno znanje, ali samo na nivou uočavanja, nei razumijevanja kako ti elemnti oblikuju značenja. nameću se odgovori – onemogućava se učenicima da samostalno dođu do zaključaka. “on izjednačava naciju i vjeru” (45) ovaj pogrešan stav se ne problematizra
11;NV/AS;Jezik i književnost;S;9;JIK42;Smrt Smail-age Čengića (40) “Tursko” nasilje nad “rajom”;Da;nasilje;Da;sloboda;Da;tlo, porijeklo, teritorija, prošlost, simboli;redukcija, mistifikacija NV-51;1;;uz primjer – str. 52, 53 učenicima se imputiraju značenja, ne potiču se da samostalno dođu do zaključka;2;;ne problematizuje se epski šematizam, ni zabrana mučenja u savremenom svijetu / ne problematizuje se epska književnost i pojam istine o njoj;2;;“Mažuranić otkriva dva potpuno različita svijeta – svijet silnika i nevini svijet” (51) pristrasan pristup temi / “Mažuranić otkriva dva potpuno različita svijeta – svijet silnika i nevini svijet” (51) pristrasan pristup temi;0;;;(NV) u četvrtoj strofi uvjeri se kako Crnogorci podnose mučenja. U čemu je veličina (vrijednost) njihovog držanja? (51) / (AS) str. 51: “ u 4. strofi uvjeri se kako Crnogorci podnose mučenje...” glorificira se stradanje u ime nacije i vjere
12;NV/AS;Jezik i književnost;S;9;JIK42;Pitalice (54);Ne;;Ne;;Ne;;;2;;;2;;;0;;;2;;vic o Crnogorcu, promocija gluposti (“ja za tuđim nikad ne čeznem” 54);(AS) znanje jezika se doživljava kao nešto loše, nešto tuđe
